regionname,city,Incr_Per,date,Incr_type,Year,month_date_yyyymm,postal_code,zip_name,active_listing_count_yy,median_days_on_market_yy,new_listing_count_yy,pending_ratio_yy
94589,Vallejo,0.13809478,201808,Huge_Incr,2018,201807,94589,"vallejo, ca",1,-0.0227,0.4286,-0.7
94621,Oakland,0.168358185,201808,Huge_Incr,2018,201807,94621,"oakland, ca",-0.1818,0.1296,0.25,0.3737
94580,San Lorenzo,0.133959666,201808,Huge_Incr,2018,201807,94580,"san lorenzo, ca",1.0667,0.2188,0.3333,-0.8731
94947,Novato,0.063081057,201808,Incr,2018,201807,94947,"novato, ca",0.1818,-0.0606,0.3333,-0.1492
94803,El Sobrante,0.179213198,201808,Huge_Incr,2018,201807,94803,"el sobrante, ca",-0.0513,0.3696,-0.125,-0.0028
94030,Millbrae,0.169036231,201808,Huge_Incr,2018,201807,94030,"millbrae, ca",-0.2727,-0.2381,0.1667,-0.142
94085,Sunnyvale,0.310579016,201808,Huge_Incr,2018,201807,94085,"sunnyvale, ca",4,-0.3571,1,-3.76
94547,Hercules,0.091794479,201808,Incr,2018,201807,94547,"hercules, ca",0.0882,-0.0179,0,0.597
94506,Danville,0.084717252,201808,Incr,2018,201807,94506,"danville, ca",-0.1059,-0.1,0,0.0336
94706,Albany,0.092055066,201808,Incr,2018,201807,94706,"albany, ca",0,1.5,-0.4,0.0667
94024,Los Altos,0.222813624,201808,Huge_Incr,2018,201807,94024,"los altos, ca",0.3636,0.0278,0,-0.6364
94105,San Francisco,0.049005106,201808,Incr,2018,201807,94105,"san francisco, ca",0.0172,-0.0439,0.25,0.012
94301,Palo Alto,0.222927656,201808,Huge_Incr,2018,201807,94301,"palo alto, ca",0.05,-0.2547,2,-0.1167
94127,San Francisco,0.126826066,201808,Huge_Incr,2018,201807,94127,"san francisco, ca",0.2143,-0.0833,-0.2,-0.5924
95620,Dixon,0.078325484,201808,Incr,2018,201807,95620,"dixon, ca",0.1852,0.125,-0.3333,-0.1493
94022,Los Altos,0.180969272,201808,Huge_Incr,2018,201807,94022,"los altos, ca",-0.2941,-0.2115,-0.4,0.125
94618,Oakland,0.175112151,201808,Huge_Incr,2018,201807,94618,"oakland, ca",0.2857,-0.2292,0.5,-0.0952
94563,Orinda,0.058394413,201808,Incr,2018,201807,94563,"orinda, ca",0.1364,-0.0116,0.4,-0.0845
94564,Pinole,0.09931211,201808,Incr,2018,201807,94564,"pinole, ca",-0.5,-0.2286,-0.1667,0.5
94949,Novato,0.090199255,201808,Incr,2018,201807,94949,"novato, ca",0.2105,-0.0645,-0.25,-0.135
94945,Novato,0.067273477,201808,Incr,2018,201807,94945,"novato, ca",0.1429,-0.2159,0,0.058
94019,Half Moon Bay,0.152901971,201808,Huge_Incr,2018,201807,94019,"half moon bay, ca",0.1667,-0.4655,0.25,0.2048
94705,Berkeley,0.164601263,201808,Huge_Incr,2018,201807,94705,"berkeley, ca",0.5333,-0.1556,0.5,-0.1449
94503,American Canyon,0.070331586,201808,Incr,2018,201807,94503,"american canyon, ca",0.1852,0.3226,-0.25,-0.0093
94960,San Anselmo,0.071691619,201808,Incr,2018,201807,94960,"san anselmo, ca",0.2941,-0.0806,-0.3333,-0.1979
94920,Tiburon,0.069740058,201808,Incr,2018,201807,94920,"belvedere tiburon, ca",0.2586,0.1917,0.3333,-0.1145
94965,Sausalito,0.007934746,201808,Incr,2018,201807,94965,"sausalito, ca",-0.1481,0.0326,-0.5,0.0258
94507,Alamo,0.051244056,201808,Incr,2018,201807,94507,"alamo, ca",0.0192,0.1053,0.5,-0.1422
94556,Moraga,0.020063789,201808,Incr,2018,201807,94556,"moraga, ca",-0.5278,0.0909,-0.5,0.469
94571,Rio Vista,0.083268219,201808,Incr,2018,201807,94571,"rio vista, ca",0.4857,0.05,0.1667,-0.2264
94805,Richmond,0.147689013,201808,Huge_Incr,2018,201807,94805,"richmond, ca",0.6667,-0.0577,2,-0.0267
94904,Kentfield,0.030834268,201808,Incr,2018,201807,94904,"greenbrae, ca",0.4545,-0.3243,2,-0.1619
94542,Hayward,0.106885992,201808,Huge_Incr,2018,201807,94542,"hayward, ca",0.1333,-0.1034,0,-0.702
94517,Clayton,0.023279949,201808,Incr,2018,201807,94517,"clayton, ca",0,0.0167,0,-0.3333
94552,Castro Valley,0.120318587,201808,Huge_Incr,2018,201807,94552,"castro valley, ca",-0.36,-0.3289,0,-0.0225
94027,Atherton,0.168918973,201808,Huge_Incr,2018,201807,94027,"atherton, ca",-0.0435,-0.0272,-1,-0.0771
94109,San Francisco,0.040762179,201708,Incr,2017,201707,94109,"san francisco, ca",0.24,0.0278,0.4,-0.6077
94565,Pittsburg,0.040806205,201708,Incr,2017,201707,94565,"pittsburg, ca",-0.2636,0.0333,-0.1429,0.4908
94501,Alameda,0.080007241,201708,Incr,2017,201707,94501,"alameda, ca",0.1818,-0.2903,1.1667,-0.1282
94110,San Francisco,0.062054373,201708,Incr,2017,201707,94110,"san francisco, ca",-0.1923,0.2,-0.3333,0.1694
94558,Napa,0.044049337,201708,Incr,2017,201707,94558,"napa, ca",-0.0854,-0.1818,-0.087,0.0025
94533,Fairfield,0.091744599,201708,Incr,2017,201707,94533,"fairfield, ca",-0.1647,-0.2414,-0.0556,0.1607
94536,Fremont,0.059414642,201708,Incr,2017,201707,94536,"fremont, ca",-0.5347,0.16,-0.375,0.466
95035,Milpitas,0.080281184,201708,Incr,2017,201707,95035,"milpitas, ca",-0.434,0.25,-0.2941,0.6994
94544,Hayward,0.077780609,201708,Incr,2017,201707,94544,"hayward, ca",-0.2388,-0.0741,-0.0714,-0.01
94568,Dublin,0.038576429,201708,Incr,2017,201707,94568,"dublin, ca",-0.456,0.087,-0.1364,0.7751
94509,Antioch,0.12069798,201708,Huge_Incr,2017,201707,94509,"antioch, ca",-0.4526,0.2632,-0.28,0.7154
94122,San Francisco,0.076840058,201708,Incr,2017,201707,94122,"san francisco, ca",-0.2632,0.0968,-0.25,0.1466
94541,Hayward,0.080275702,201708,Incr,2017,201707,94541,"hayward, ca",-0.1714,-0.1724,-0.0588,0.2478
94538,Fremont,0.073854245,201708,Incr,2017,201707,94538,"fremont, ca",-0.4308,-0.1818,-0.0526,0.6453
94513,Brentwood,0.074442883,201708,Incr,2017,201707,94513,"brentwood, ca",-0.0339,0.0588,-0.0588,-0.1367
94587,Union City,0.088011237,201708,Incr,2017,201707,94587,"union city, ca",-0.5063,-0.0435,-0.2857,0.8455
94080,South San Francisco,0.065891931,201708,Incr,2017,201707,94080,"south san francisco, ca",-0.4677,0.2727,-0.35,0.2854
94112,San Francisco,0.101365746,201708,Huge_Incr,2017,201707,94112,"san francisco, ca",-0.3214,-0.04,0.1111,0.391
94806,San Pablo,0.096384206,201708,Incr,2017,201707,94806,"san pablo, ca",-0.2167,-0.2,-0.0833,-0.2798
94591,Vallejo,0.068357133,201708,Incr,2017,201707,94591,"vallejo, ca",-0.1122,-0.1154,-0.1364,-0.0083
94553,Martinez,0.056442137,201708,Incr,2017,201707,94553,"martinez, ca",-0.1354,-0.0606,-0.2692,0.0153
94015,Daly City,0.070803783,201708,Incr,2017,201707,94015,"daly city, ca",-0.1579,-0.4,0.2727,0.3438
94115,San Francisco,0.054739414,201708,Incr,2017,201707,94115,"san francisco, ca",-0.1034,0.2759,0,0.0716
94117,San Francisco,0.075071595,201708,Incr,2017,201707,94117,"san francisco, ca",-0.2857,-0.2821,0,-0.1905
94121,San Francisco,0.051287707,201708,Incr,2017,201707,94121,"san francisco, ca",-0.6053,0.0833,-0.25,0.6193
94611,Oakland,0.07829213,201708,Incr,2017,201707,94611,"oakland, ca",-0.2353,0.2083,0,-0.1233
94550,Livermore,0.043846395,201708,Incr,2017,201707,94550,"livermore, ca",-0.386,-0.2571,-0.2632,0.0556
94577,San Leandro,0.063566542,201708,Incr,2017,201707,94577,"san leandro, ca",-0.4038,0.1304,-0.25,0.1098
94546,Castro Valley,0.059350452,201708,Incr,2017,201707,94546,"castro valley, ca",-0.4333,0.125,-0.4,0.9696
94403,San Mateo,0.097600032,201708,Incr,2017,201707,94403,"san mateo, ca",-0.4516,-0.3182,-0.3,0.5806
94103,San Francisco,0.015115007,201708,Incr,2017,201707,94103,"san francisco, ca",-0.1395,-0.2857,-0.2,0.242
94590,Vallejo,0.124974076,201708,Huge_Incr,2017,201707,94590,"vallejo, ca",-0.2182,-0.1613,0,0.0833
94114,San Francisco,0.080404176,201708,Incr,2017,201707,94114,"san francisco, ca",-0.3333,0.1389,-0.2857,0.2381
94107,San Francisco,0.030093527,201708,Incr,2017,201707,94107,"san francisco, ca",-0.4225,-0.2105,-0.1111,0.5033
94539,Fremont,0.087683914,201708,Incr,2017,201707,94539,"fremont, ca",-0.5122,0.1613,-0.3,0.6793
94010,Burlingame,0.068385673,201708,Incr,2017,201707,94010,"burlingame, ca",0.0323,0.1026,-0.1,0.126
94566,Pleasanton,0.035203836,201708,Incr,2017,201707,94566,"pleasanton, ca",-0.2857,-0.1538,-0.4375,0.0524
94605,Oakland,0.10076535,201708,Huge_Incr,2017,201707,94605,"oakland, ca",-0.1429,-0.1724,-0.25,0.1806
94066,San Bruno,0.062202097,201708,Incr,2017,201707,94066,"san bruno, ca",-0.5,-0.0968,0,0.86
94601,Oakland,0.127400128,201708,Huge_Incr,2017,201707,94601,"oakland, ca",0.2105,0.2759,0.3333,-0.238
94610,Oakland,0.135419238,201708,Huge_Incr,2017,201707,94610,"oakland, ca",0.3529,0.0625,-0.1429,-0.266
94025,Menlo Park,0.045408736,201708,Incr,2017,201707,94025,"menlo park, ca",-0.2703,-0.0244,-0.4,0.4985
95476,Sonoma,0.036808235,201708,Incr,2017,201707,95476,"sonoma, ca",-0.0909,0.1579,0.1111,-0.002
94901,San Rafael,0.084621166,201708,Incr,2017,201707,94901,"san rafael, ca",-0.2097,0.1176,0,-0.0197
94606,Oakland,0.134338667,201708,Huge_Incr,2017,201707,94606,"oakland, ca",0.3077,-0.4138,4,-0.0995
94608,Oakland,0.059121967,201708,Incr,2017,201707,94608,"emeryville, ca",-0.16,0.3158,0,-0.0067
94404,Foster City,0.075818475,201708,Incr,2017,201707,94404,"san mateo, ca",-0.4815,-0.0333,-0.2857,0.5185
94116,San Francisco,0.100358315,201708,Huge_Incr,2017,201707,94116,"san francisco, ca",-0.25,-0.1724,0.25,0.2833
94804,Richmond,0.108491808,201708,Huge_Incr,2017,201707,94804,"richmond, ca",-0.2903,0.12,-0.2727,0.3277
94560,Newark,0.088576327,201708,Incr,2017,201707,94560,"newark, ca",-0.5588,-0.1111,-0.4444,0.7882
94578,San Leandro,0.090728135,201708,Incr,2017,201707,94578,"san leandro, ca",-0.1852,0.2941,-0.2222,0.3569
94044,Pacifica,0.0622728,201708,Incr,2017,201707,94044,"pacifica, ca",-0.4815,-0.0435,-0.4286,0.2646
94123,San Francisco,0.069364776,201708,Incr,2017,201707,94123,"san francisco, ca",0.1905,0,0,-0.0819
94523,Pleasant Hill,0.105299298,201708,Huge_Incr,2017,201707,94523,"pleasant hill, ca",0.1282,-0.0833,0.3333,-0.3904
94303,Palo Alto,0.085184605,201708,Incr,2017,201707,94303,"palo alto, ca",-0.4737,-0.0952,0,0.4632
94583,San Ramon,0.043935696,201708,Incr,2017,201707,94583,"san ramon, ca",-0.3125,0,-0.3077,0.7713
94954,Petaluma,0.066988989,201708,Incr,2017,201707,94954,"petaluma, ca",0.5556,-0.4444,1,-0.5635
94531,Antioch,0.07903527,201708,Incr,2017,201707,94531,"antioch, ca",-0.12,0.4444,-0.1429,0.2464
94561,Oakley,0.077272627,201708,Incr,2017,201707,94561,"oakley, ca",-0.2615,-0.0345,0,0.1788
94061,Redwood City,0.082388604,201708,Incr,2017,201707,94061,"redwood city, ca",-0.6111,0,-0.2857,0.9802
94401,San Mateo,0.138161169,201708,Huge_Incr,2017,201707,94401,"san mateo, ca",-0.069,0.4783,-0.1429,0.106
94131,San Francisco,0.042945223,201708,Incr,2017,201707,94131,"san francisco, ca",0.069,-0.3617,2,-0.0122
94014,Daly City,0.057698263,201708,Incr,2017,201707,94014,"daly city, ca",-0.2632,0.2105,-0.3333,0.3402
94520,Concord,0.121102888,201708,Huge_Incr,2017,201707,94520,"concord, ca",-0.0294,0.0455,0.2857,0.1569
94941,Mill Valley,0.054879204,201708,Incr,2017,201707,94941,"mill valley, ca",-0.2121,-0.16,-0.2,-0.0763
94526,Danville,0.033553658,201708,Incr,2017,201707,94526,"danville, ca",-0.3146,0.0857,-0.1538,0.0781
94588,Pleasanton,0.035658518,201708,Incr,2017,201707,94588,"pleasanton, ca",-0.098,-0.3056,0,0.5529
94070,San Carlos,0.075367224,201708,Incr,2017,201707,94070,"san carlos, ca",-0.4483,-0.2069,-0.4286,0.2241
94903,San Rafael,0.062395218,201708,Incr,2017,201707,94903,"san rafael, ca",-0.2931,-0.0303,0.5,0.2435
94602,Oakland,0.079667837,201708,Incr,2017,201707,94602,"oakland, ca",-0.1563,-0.05,-0.1111,0.0255
94063,Redwood City,0.093929409,201708,Incr,2017,201707,94063,"redwood city, ca",-0.125,-0.3448,1,-0.3304
94510,Benicia,0.054315038,201708,Incr,2017,201707,94510,"benicia, ca",-0.1864,-0.5,0.6667,-0.0148
94607,Oakland,0.082448006,201708,Incr,2017,201707,94607,"oakland, ca",0.5862,0,0.6,-0.5727
94555,Fremont,0.048860272,201708,Incr,2017,201707,94555,"fremont, ca",-0.5714,-0.4091,-0.1818,1.381
94134,San Francisco,0.119380738,201708,Huge_Incr,2017,201707,94134,"san francisco, ca",-0.0435,-0.525,0.25,0.4941
94530,El Cerrito,0.102388829,201708,Huge_Incr,2017,201707,94530,"el cerrito, ca",-0.1724,-0.2903,0.6,-0.2098
94549,Lafayette,0.063120336,201708,Incr,2017,201707,94549,"lafayette, ca",0.1224,0,-0.1111,0.3058
94002,Belmont,0.071521216,201708,Incr,2017,201707,94002,"belmont, ca",0.0714,-0.5429,0,-0.3857
94596,Walnut Creek,0.060291838,201708,Incr,2017,201707,94596,"walnut creek, ca",-0.3846,-0.25,0.2,0.5625
94559,Napa,0.046000837,201708,Incr,2017,201707,94559,"napa, ca",-0.0556,0.1026,-0.3,-0.0719
94124,San Francisco,0.093466538,201708,Incr,2017,201707,94124,"san francisco, ca",-0.0556,0.7241,0.3333,0.2892
94598,Walnut Creek,0.058621475,201708,Incr,2017,201707,94598,"walnut creek, ca",0.0294,-0.0345,-0.3,-0.0975
94545,Hayward,0.090054939,201708,Incr,2017,201707,94545,"hayward, ca",0,-0.4286,-0.1111,-0.0513
94062,Redwood City,0.049851088,201708,Incr,2017,201707,94062,"redwood city, ca",-0.1714,0.3023,-0.4444,-0.0177
94585,Suisun City,0.077960588,201708,Incr,2017,201707,94585,"suisun city, ca",-0.2121,-0.3793,-0.1111,0.1492
94518,Concord,0.069044725,201708,Incr,2017,201707,94518,"concord, ca",-0.4348,-0.2273,-0.2,0.4298
94595,Walnut Creek,0.059856399,201708,Incr,2017,201707,94595,"walnut creek, ca",0.4531,0.1613,0,-0.3276
94603,Oakland,0.094267425,201708,Incr,2017,201707,94603,"oakland, ca",0.5769,-0.2903,1.3333,-0.8809
94619,Oakland,0.051753072,201708,Incr,2017,201707,94619,"oakland, ca",-0.0263,0.1364,-0.125,-0.0818
94801,Richmond,0.159350263,201708,Huge_Incr,2017,201707,94801,"richmond, ca",0.1389,0.875,-0.1429,-0.1457
94589,Vallejo,0.096943226,201708,Incr,2017,201707,94589,"vallejo, ca",-0.5,0.0476,-0.2222,0.575
94621,Oakland,0.133120221,201708,Huge_Incr,2017,201707,94621,"oakland, ca",-0.4211,-0.2895,-0.3333,0.1029
94580,San Lorenzo,0.08699142,201708,Incr,2017,201707,94580,"san lorenzo, ca",-0.4231,-0.2,-0.1429,0.6821
94947,Novato,0.050593147,201708,Incr,2017,201707,94947,"novato, ca",0.2692,0.32,0.2,-0.2483
94803,El Sobrante,0.16895275,201708,Huge_Incr,2017,201707,94803,"el sobrante, ca",-0.22,-0.2333,-0.1111,0.0087
94030,Millbrae,0.064962673,201708,Incr,2017,201707,94030,"millbrae, ca",-0.12,-0.4167,0.2,0.6145
94547,Hercules,0.008980926,201708,Incr,2017,201707,94547,"hercules, ca",-0.4035,0.037,0.1111,0.2162
94506,Danville,0.050364725,201708,Incr,2017,201707,94506,"danville, ca",-0.0659,-0.1,-0.3846,0.0004
94706,Albany,0.100781165,201708,Huge_Incr,2017,201707,94706,"albany, ca",-0.1667,-0.25,1.5,-0.1333
94105,San Francisco,-0.012553371,201708,Decr,2017,201707,94105,"san francisco, ca",-0.1343,0.2955,-0.2,-0.0502
94301,Palo Alto,0.048133145,201708,Incr,2017,201707,94301,"palo alto, ca",-0.1304,0.4324,-0.6667,-0.2022
94127,San Francisco,0.103516979,201708,Huge_Incr,2017,201707,94127,"san francisco, ca",-0.4815,-0.04,-0.2857,0.5794
95620,Dixon,0.053153024,201708,Incr,2017,201707,95620,"dixon, ca",0.1739,-0.0345,0.2,0.1208
94022,Los Altos,0.067772809,201708,Incr,2017,201707,94022,"los altos, ca",-0.1053,0.3333,0.6667,0.0789
94618,Oakland,0.118179337,201708,Huge_Incr,2017,201707,94618,"oakland, ca",-0.4167,-0.1724,0,0.1786
94563,Orinda,0.045120091,201708,Incr,2017,201707,94563,"orinda, ca",-0.12,0.0238,-0.375,0.0445
94564,Pinole,0.070759703,201708,Incr,2017,201707,94564,"pinole, ca",-0.2889,0.0938,-0.1429,0.2569
94949,Novato,0.04862316,201708,Incr,2017,201707,94949,"novato, ca",-0.1739,-0.1389,-0.2,-0.2128
94945,Novato,0.041598615,201708,Incr,2017,201707,94945,"novato, ca",0.0769,0.0233,-0.5,-0.3681
94019,Half Moon Bay,0.046782223,201708,Incr,2017,201707,94019,"half moon bay, ca",-0.4643,0,-0.3333,0.2274
94705,Berkeley,0.106320062,201708,Huge_Incr,2017,201707,94705,"berkeley, ca",-0.1667,0.8,-0.3333,-0.0556
94503,American Canyon,0.085711645,201708,Incr,2017,201707,94503,"american canyon, ca",0.1739,0.8235,-0.5,-0.306
94960,San Anselmo,0.061408283,201708,Incr,2017,201707,94960,"san anselmo, ca",-0.2273,0,-0.25,-0.0749
94920,Tiburon,0.129689181,201708,Huge_Incr,2017,201707,94920,"belvedere tiburon, ca",-0.1714,-0.0164,-0.4,0.1527
94965,Sausalito,0.064602868,201708,Incr,2017,201707,94965,"sausalito, ca",-0.069,-0.2069,0.3333,-0.0243
94507,Alamo,0.055818434,201708,Incr,2017,201707,94507,"alamo, ca",-0.1034,-0.2692,-0.2,0.0557
94556,Moraga,0.091623751,201708,Incr,2017,201707,94556,"moraga, ca",0.44,0.2222,0.2,-0.2078
94571,Rio Vista,0.065509833,201708,Incr,2017,201707,94571,"rio vista, ca",-0.2045,0,-0.25,0.139
94805,Richmond,0.118273132,201708,Huge_Incr,2017,201707,94805,"richmond, ca",-0.1176,0.2381,-0.6,0.0196
94707,Berkeley,0.121818251,201708,Huge_Incr,2017,201707,94707,"berkeley, ca",0.3,0.4091,0,0.3077
94904,Kentfield,0.061084911,201708,Incr,2017,201707,94904,"greenbrae, ca",-0.12,0.7209,-0.5,-0.0018
94542,Hayward,0.069996902,201708,Incr,2017,201707,94542,"hayward, ca",-0.3617,-0.3696,0,0.9986
94517,Clayton,0.044807938,201708,Incr,2017,201707,94517,"clayton, ca",-0.2258,-0.25,0.6667,0.2392
94552,Castro Valley,0.035276154,201708,Incr,2017,201707,94552,"castro valley, ca",-0.1667,0.3571,-0.5,0.2267
94930,Fairfax,0.093997509,201708,Incr,2017,201707,94930,"fairfax, ca",0.75,0.5385,1,-0.3214
94028,Portola Valley,-0.060596691,201708,Decr,2017,201707,94028,"portola valley, ca",0.4444,0.2593,-1,-0.4274
94027,Atherton,0.085703559,201708,Incr,2017,201707,94027,"atherton, ca",-0.3429,0.0337,0,0.0472
